class,RFoutput1,CNNoutput0,CNNoutput1,RFCNN_prob1,RFCNN_invprob0,RFCNN_invprob1
1,0.595,-6.1531496,3.5288205,0.925110694719081,0.000232686477442015,0.0281099120210769
1,0.925,-5.2736645,2.0863538,0.905461374082328,0.00103858000921346,0.102579458470247
0,0.055,2.3478374,-4.10595,0.00312935488047376,1.30150297412422,0.0384744101001837
0,0.025,1.1088221,-3.4260807,0.00775992461750912,1.59652209849064,0.120811022959335
0,0.05,1.0482897,-3.2705696,0.0116325656143621,1.38177986238731,0.158547536859987
0,0.065,2.1973963,-3.9910164,0.00397456267361548,0.863457809915593,0.032847969941836
0,0.055,2.0558534,-5.183488,0.00373618130704958,0.237317909260552,0.00846824767237384
0,0.005,3.5491314,-6.1820784,0.00342405101445944,2.22441255918351,0.0742786333474895
0,0.025,4.970039,-7.0177064,0.00997045369015796,0.0925081083070553,0.0086182537250505
0,0,2.477534,-4.7340455,0.00226036269165301,2.44218092794379,0.0537888796739101
0,0.03,4.457869,-7.19586,0.00861324694516552,0.310411034775503,0.0259266887873246
0,0.105,1.2151002,-3.1628287,0.0174567802512259,0.293447632187654,0.0496271920596637
0,0.005,2.9162061,-4.9553623,0.00234851223324226,4.49044261991246,0.101608856480336
0,0,3.5871036,-6.2640634,0.00370209946499659,0.971841869336862,0.0349352567544985
0,0.045,2.5504847,-5.260389,0.00365458619879806,1.28388538809751,0.0452133492288652
0,0.01,3.42748,-5.935489,0.00319125828568381,5.11489571336637,0.159208926940876
0,0.035,2.2838893,-4.609946,0.0024852520926599,3.14818435997564,0.0754422362086272
0,0.03,2.3045504,-3.7494705,0.00297906251990788,1.54295675518184,0.0443802262960588
0,0,3.5433762,-5.381358,0.00302089602400493,1.45233205268792,0.0426172447438974
0,0.06,0.6171458,-3.9772015,0.0151079560028576,0.073392976709359,0.0105094648727621
0,0.05,0.67433554,-3.2902517,0.0123527566174041,1.00936323303287,0.122532621016738
0,0.035,1.7771342,-3.2692966,0.00598276281910114,0.87970722999537,0.0502954377652706
0,0.02,2.7059906,-5.9139504,0.00313904405365307,0.950642108562439,0.0288238317767734
0,0.07,1.1337006,-2.4420617,0.0254482804737927,0.163366136448266,0.0399937802465917
0,0.035,2.898621,-5.0679035,0.00295707041821634,4.16842919953558,0.119254061094477
0,0.015,3.2491522,-5.6348367,0.00300909183643052,5.59766214847007,0.163223029990882
0,0.035,1.9099857,-3.8413494,0.00379168160783952,2.69198459638813,0.0986713104786674
0,0.015,2.2392514,-4.1587033,0.00241492054481634,5.24238047326057,0.122785839537553
0,0.03,1.6300676,-4.234525,0.00364835551663856,2.49585053593752,0.0882275070266642
0,0.045,1.9182525,-4.025848,0.00363035280990025,2.28144417627398,0.0800321908007582
0,0.02,1.5456443,-4.203338,0.00380537321410059,2.49984585241904,0.0916172969947242
0,0.035,2.0685093,-4.608867,0.00251950392306153,2.97522343792535,0.0723113941381407
0,0.08,1.0847853,-3.305739,0.0127644927418101,0.845750927021212,0.106371196004371
0,0.06,2.4564497,-5.186414,0.00453952349813944,0.692579157005553,0.0298209998989938
0,0.05,0.50053716,-3.0967467,0.0144836807402165,0.698458158708701,0.0987590001515081
0,0.005,2.5517807,-4.199636,0.00227765934763071,2.14501444073364,0.0478675928861024
1,0.715,-4.190652,1.2919066,0.867290193170603,0.00228213661305939,0.144124389531032
0,0.105,2.5546522,-4.597839,0.00672762423897842,0.140915883458258,0.00918271757938073
0,0.02,1.1897825,-4.101093,0.00449017386290284,1.36306083174144,0.0590085492712227
0,0.025,2.6566823,-4.819299,0.00243608747656716,5.86532559651102,0.138058229962801
0,0.045,3.1243105,-4.321633,0.00377436660070801,0.226549936753402,0.00823621546110768
0,0.015,3.1700454,-4.8068147,0.00240875421135872,3.32574678866841,0.0767438060262947
0,0.08,1.8771274,-2.9613647,0.0202823390008671,0.0600240948827955,0.0111057880772317
0,0.035,2.4072413,-5.059459,0.00280782770894206,1.96828067712233,0.053167130825401
0,0.015,1.679529,-3.862297,0.00402278527678603,3.91527245273908,0.151097154044309
0,0.02,0.6758062,-3.3662667,0.0113200555622211,0.621713664360856,0.0690135189619087
0,0.055,2.4267197,-4.6422734,0.00328287645858043,1.32429440186396,0.0418642265116016
0,0.015,2.5625892,-4.398247,0.0022509485422215,5.27529728653583,0.116070814235603
0,0.01,2.9096935,-5.3296857,0.0024557600785866,5.90566098502308,0.140016718932723
0,0.005,2.924889,-6.011049,0.00309160624108092,1.55380308900889,0.0462091034689621
