class,softmax_output0,probability0
1,0.00195591612522766,0.0348872062397944
1,0.000988307257127841,0.033425350913906
1,0.000534813652705191,0.0327530027719783
1,0.0161539259506125,0.0628246844919777
1,0.012561355994796,0.0547345140277669
1,0.0134385359840079,0.0566546860603724
1,0.00138929613219624,0.0340254466252057
1,0.00211935612321756,0.0351393412983451
1,0.00317282611026143,0.0368067435149369
1,0.00229293612108278,0.0354089913771007
1,0.000542455262611208,0.0327642746099884
1,0.00172868612802224,0.0345394044950716
1,0.000319932065347917,0.032439708606601
1,0.00314799611056676,0.0367665802476532
1,0.00192343612562712,0.034837299467076
1,0.000860207278703284,0.0332348693982516
1,9.59921601020319e-05,0.0321976090471111
1,0.000104598991996163,0.0321971216183279
1,0.00796314605134729,0.0453116272899604
1,0.00113301613534811,0.0336411623101314
1,0.00183811612667639,0.034706510577563
1,0.000564161722344247,0.0327963120967425
1,0.00189760612594475,0.0347976571375695
1,0.00147284613116866,0.0341513979802062
1,0.00119675613456427,0.0337364707186972
1,0.005894476076789,0.0414599230390436
1,0.000972055797327675,0.0334011586710078
1,0.0160575759517975,0.0626001371688057
1,0.00783112605297104,0.0450581806380978
1,0.00362141610474437,0.0375395932294473
1,0.000788553819584481,0.0331285139186146
1,0.00253941611805147,0.035795286524453
1,0.00110966613563529,0.0336062880238817
1,0.000467885523528278,0.0326544817283973
1,0.000241367096314116,0.0323309200924444
1,0.000313973785421195,0.0324312462900913
1,0.00318196611014898,0.036821538327848
1,0.0018148661269623,0.0346709467427486
1,0.000654544941232627,0.0329299401951874
1,0.00035521050491405,0.0324902410603784
1,2.41443889856807e-05,0.0326788772128031
1,0.00114544613519524,0.0336597357004557
1,0.000849897008830092,0.0332195579310931
1,0.000581611142129623,0.0328220845132708
1,0.00106147613622798,0.033534378558774
1,0.00823565604799581,0.045837969970953
1,0.00200667612460337,0.034965332327173
1,0.00208441612364724,0.0350852980736059
1,0.00311872611092678,0.0367192891497358
1,0.00850881604463632,0.0463698412369545
1,0.00227538612129863,0.0353816391013572
1,0.00284100611434229,0.0362734850734665
1,0.00217503612253278,0.0352256256635767
1,0.00025840892610457,0.0323538612735589
1,0.0125525759949039,0.0547154820576367
1,0.00142389613177069,0.0340775630592287
1,0.0103627960218351,0.0500893110703383
1,5.448463215596e-06,0.0360849315147413
1,0.000508136493033273,0.0327136847379672
1,2.05909010293492e-05,0.0328236401037893
1,0.000591556942007299,0.032836780585048
1,0.000835698239004701,0.0331984761993999
1,0.000532642972731867,0.0327498015867381
1,0.001237266134066,0.0337971317030201
1,0.000246379206252534,0.0323376152617086
1,0.000252396106178499,0.0323457114910344
1,0.00199153612478958,0.0349420130941754
1,0.000520946842875736,0.0327325585286804
1,0.000731088540291303,0.0330433076978759
1,0.00198055612492465,0.0349251102354208
1,0.00112536613544223,0.033629734378649
1,0.004657176092006,0.0392837205679128
1,0.00112628613543087,0.0336311085982779
1,0.0179311959287546,0.0670372178408571
1,0.00328276610890926,0.0369850801511265
1,6.65803094637152e-05,0.0322304255535474
1,7.73515863312646e-05,0.03221073278945
1,0.000273131105923474,0.0323740352870165
1,7.90067353109158e-05,0.0322086702182628
1,0.000273993095912917,0.0323752252092227
1,0.000180828257058674,0.0322553097809567
1,0.00162296612932245,0.0343786277512506
1,0.000377177044643851,0.0325219937499002
1,0.00797310605122487,0.0453307891467354
1,0.0056138160802407,0.0409576513176777
1,0.000877161238494795,0.0332600532042719
1,5.74854275756098e-05,0.0322588651281743
1,0.000301252535577612,0.0324132657669624
1,0.00264559611674553,0.0359629452352672
1,0.00761512605562747,0.0446457053639764
1,0.000707775910577968,0.0330087637406618
1,0.00454137609343019,0.0390851581315672
1,0.0030781861114253,0.0366538857754558
1,0.00572987607881337,0.0411647473801888
1,0.000316651575388238,0.0324350464426241
1,0.000416104744165147,0.0325786384390369
1,0.0018601761264051,0.0347402843194275
1,0.00237563612006569,0.0355381543419805
1,0.00289889611363031,0.0363659788730993
1,0.000257219486119176,0.0323522446631488
1,0.0133239159854175,0.0564016894192045
1,0.0141479159752835,0.0582341998817633
1,0.00360477610494903,0.0375121640283799
1,0.00783753605289211,0.0450704628802554
1,0.000728493140323194,0.0330394612538645
1,0.00596691607589811,0.0415903711313077
1,0.00147870613109663,0.0341602453501096
1,0.00626373607224767,0.0421283123780035
1,0.000764086579885415,0.0330922256742066
1,0.000719586040432707,0.0330262619683919
1,0.000705370010607553,0.0330051995163457
1,0.00117695613480773,0.0337068467382256
1,0.000494640043199213,0.0326938152466171
1,0.00132211613302247,0.0339244240554661
1,0.00238490611995168,0.0355526605584088
1,0.00527987608434771,0.0403665787965086
1,0.000157603727344302,0.0322306297997354
1,0.00792088605186708,0.0452303880571768
1,0.0298354257823497,0.0982455594379426
1,0.00642479607026686,0.0424225041080416
1,0.0194734759097868,0.0707973045541216
1,0.000315152405406693,0.0324329182964634
1,0.0323416657515265,0.105375369665924
1,0.00353032610586462,0.0373896721837888
1,0.00985197602811744,0.0490458310827201
1,0.000364406824800934,0.0325035119731526
1,0.00088085193844939,0.0332655364596755
1,0.00139453613213181,0.0340333355666447
1,0.00191476612573377,0.0348239886978527
1,0.0119865460018653,0.0534965127328743
1,0.000837294638985076,0.0332008462130429
1,0.00079170739954576,0.0331331921465585
1,0.00666167606735357,0.0428580941602813
1,0.0164767059466427,0.0635798468515621
1,9.7896328078606e-05,0.0321972649479233
1,0.000432147093967827,0.0326020866118215
1,0.00101066613685286,0.0334586485326448
1,0.00277246611518522,0.0361642691894137
1,0.000108842537943965,0.0321977835446427
1,0.000147761167465343,0.0322214236118162
1,0.000533789082717784,0.032751491759676
1,0.00807451604997761,0.0455262167378778
1,0.000796302659489268,0.0331400094846619
1,0.00890351603978212,0.0471458272359106
1,0.00290664611353503,0.0363783787213979
1,5.6598257563989e-07,0.0713082244396875
1,0.00218626612239464,0.0352430524030338
1,0.000313883415422267,0.0324311181305319
1,0.00684816606506,0.0432034383133365
1,0.000289280345724896,0.0323964674564408
1,0.00245935611903608,0.0356693705555707
1,1.18240831372129e-05,0.0336143720413912
1,0.00840122604595955,0.0461598444677672
1,0.000154547137381889,0.0322276758830048
1,0.0047169960912703,0.0393866416109269
1,0.012701125993077,0.0550379918495585
1,0.00851910604450984,0.046389959950695
1,0.0240154358539272,0.0823899039273209
1,0.000459775743627988,0.0326425757896449
1,0.00122952613416116,0.0337855361312158
1,0.00429252609649072,0.0386614714295303
1,0.000835793739003554,0.033198617976798
1,0.00315406611049213,0.036776394770443
1,0.000588619642043431,0.0328324399333473
1,0.00242090611950896,0.0356090493014332
1,0.012939845990141,0.0555585055040342
1,0.00567799607945141,0.0410720674080342
1,0.0050090160876789,0.0398924463986428
1,0.00495466608834733,0.0397978838113767
1,0.00494067608851934,0.0397735741230197
1,0.00701895606295955,0.043521559956987
1,0.00329464610876318,0.0370044003880843
1,0.00773090605420351,0.0448664602167986
1,0.00421574609743502,0.0385315825851086
1,0.000512439342980342,0.0327200227523805
1,0.0015968861296432,0.0343390632871368
1,0.0349296957196975,0.112907050723412
1,0.00373263610337654,0.0377234104716459
1,0.0361674957044743,0.116565872109673
1,0.00803837605042213,0.0454565030223666
1,0.0132865259858774,0.0563192945817975
1,0.030596705772987,0.100393389027923
1,0.00347356610656269,0.0372965390951323
1,0.000755379339992535,0.0330793150919971
1,0.00414548609829907,0.0384130701199645
1,0.00101071613685227,0.0334587230125877
1,0.00797815605116275,0.045340506942962
1,0.0134370059840267,0.0566513048499968
1,0.000434626713937292,0.0326057153204268
1,0.000503486573090406,0.0327068372678263
1,0.000795239539502279,0.0331384322385828
1,0.0135727259823575,0.056951667984959
1,0.00703272606279015,0.0435472853175899
1,0.00448883609407635,0.038995361116613
1,0.00129966613329857,0.0338907125052858
1,0.0182888159243564,0.0679006448492118
1,0.0082803260474465,0.0459246557899476
1,0.00159409612967748,0.0343348329808519
1,0.000554521482462766,0.0327820803515697
1,0.0032608261091791,0.0369494248235861
1,0.000373619174687645,0.0325168387854226
1,0.00231724612078382,0.0354469126838531
1,0.00033401360517471,0.0324597981493544
1,0.0109264960149024,0.0512567947057355
1,0.000488497003274802,0.0326847771541901
1,0.0235442358597223,0.0811532808126123
1,5.94050475311025e-07,0.0699939804967334
1,0.00022560569650798,0.0323101986683243
1,5.61136365924697e-05,0.0322644669545839
1,0.0671693253231963,0.21602675317358
1,0.000209277766708815,0.0322893792489938
1,0.000321351945330395,0.0324417287276793
1,0.000176013147117848,0.0322499120930154
1,0.000641885741388348,0.0329112064202164
1,0.00487615608931291,0.0396616270050897
1,0.000736466990225115,0.0330512792061891
1,0.000257495506115757,0.0323526196213243
1,0.00128834613343781,0.0338737229253511
1,0.00165578612891881,0.0344284713559765
1,0.00550422608158852,0.040762888772832
1,0.00198942612481556,0.0349387643276825
1,0.0101980260238615,0.0497512080927417
1,0.0100499160256831,0.0494485217921881
1,0.00067873552093517,0.0329657517375997
1,0.00114187613523914,0.0336544006462054
1,0.00602059607523792,0.0416872495988728
1,0.00379222610264368,0.0378222425731813
1,0.008017976050673,0.0454171849378877
1,1.2887869124123e-05,0.0334547058658004
1,0.00573296607877538,0.041170272843006
1,0.00119064613463937,0.0337273274421993
1,0.00252667611820812,0.0357752207971297
1,0.00429831609641951,0.0386712823912169
1,0.00423497609719847,0.0385640769219903
1,0.0122080059991416,0.0539715553248744
1,0.000341924495077472,0.0324711338023054
1,0.000382006404584467,0.0325289976826331
1,0.00146211613130071,0.034135202565538
1,0.00168867612851431,0.0344784827050382
1,0.00142320613177921,0.0340765231558828
1,0.00472182609121091,0.0393949619952238
1,0.0019054861258479,0.0348097465409532
1,0.000448183943770608,0.0326255737081032
1,2.87209299293933e-05,0.0325506734331432
1,0.000473578243458284,0.0326628441752757
1,0.00135230613265114,0.0339697956412584
1,0.00139849613208309,0.0340392983417512
1,0.00457736609298753,0.0391467750492135
1,0.000385878244536897,0.0325346182758758
1,0.00121547613433398,0.0337644939359822
1,0.0112721260106516,0.0519807801284237
1,0.00520075608532072,0.0402275891927813
1,0.00325034610930802,0.0369324050633772
1,0.0103460960220405,0.0500549777469772
1,0.00213154612306765,0.0351582144715645
1,0.0103143760224306,0.0499898055760937
1,0.0200578859025994,0.0722464336571293
1,0.00816662604884483,0.0457042366421736
1,0.00363113610462484,0.037555624289079
1,0.00696478606362572,0.0434204694866036
1,0.0129176459904141,0.0555099838540635
1,0.023378225861764,0.0807193989729098
1,0.000809063339332283,0.0331589433728572
1,0.00841622604577508,0.0461890823415656
1,0.00725354606007439,0.0439613799518728
1,0.000512207362983186,0.0327196810112423
1,0.00648049606958179,0.0425246186593161
1,0.0228215058686108,0.0792712827037897
1,0.00393476610089061,0.0380596263586587
1,0.0125024559955204,0.0546069114379887
1,0.00587473607703176,0.0414244330891711
1,0.000423361084075868,0.0325892382666569
1,0.000214732276641705,0.0322962501818752
1,0.00427573609669718,0.038633034023194
1,2.13859990195742e-05,0.0327865698875971
1,0.0232668758631334,0.0804289046230883
1,6.61472954690545e-05,0.0322314909449802
1,3.10528289007017e-05,0.0325017067775644
1,0.00029623114563937,0.0324062044851289
1,0.00467940609173262,0.0393219399511177
1,7.30553519279198e-06,0.0348800437448683
1,0.00718977606085863,0.0438414948150716
1,0.00132617613297253,0.0339305231831438
1,0.00216635612263949,0.0352121615982756
1,0.000467021133538914,0.032653212314442
1,0.000359236414864517,0.0324960464714961
1,0.00170680612829133,0.0345060771066371
1,0.00221592612202987,0.035289118094878
1,0.00619062607314674,0.0419953010016202
1,0.00275367611541633,0.0361343836191011
1,0.000212372046670739,0.0322932659482728
1,0.0038408561020456,0.0379030755643944
