w,p,mu,sigma
0.000222881622979991,0.000624593974307736,3.75483514901611,1.31232302519884
0.000222006093748403,0.0010486675549938,3.70693705463583,1.30947310891781
0.000220544699021869,0.00126660881383559,3.65687563163935,1.33233660370923
0.000220094855323355,0.000935070746630781,3.6672805335359,1.30919978692885
0.000218557767074367,0.000791093749510644,3.71205239297544,1.26311080137769
0.000212716958593323,0.00192342225696034,3.54059087659279,0.947269674662564
0.000212406401322486,0.000695626871921124,3.52229111385524,0.94000921947317
0.000212188116404696,0.0011570928521723,3.54845522710173,0.93878919158759
0.000211825131196727,0.00268935805331935,3.55714370181524,0.936730721816796
0.000211795553245516,0.000379921549784899,3.5205757853754,0.956444651209314
0.000211781666431325,0.000648850666297261,3.53125753879666,0.956084894399002
0.000211540507196926,0.000583579878821588,3.52946634012834,0.993220241783603
0.000211531076604001,0.00208524925981319,3.5090328414537,0.982726828058561
0.000211420688462791,0.000650316943591833,3.52355667530397,0.971234943218669
0.000211405099450942,0.000258483039756546,3.548916669115,0.995345409064072
0.000211396473339517,0.00194460256592909,3.52302089121692,0.956367621509569
0.000211337062583249,0.00110110480081174,3.53283144577264,0.970703463815334
0.000211278318009695,0.00330181196855385,3.5188873737393,0.951939255279447
0.000211240104818106,2.50246230217699e-05,3.52732753490881,0.951727432187678
0.000211197498128777,0.00204269218987665,3.52656321984767,0.94757570456593
0.000211189657881157,0.00318326477486391,3.60375869676913,1.12589015676049
0.000211188793688985,0.000669373112840168,3.54340003478265,0.973196778104736
0.000211169609228018,0.00165816400651447,3.54456805104439,0.957064106292399
0.000211151841151802,0.00208220601876484,3.54069385256693,0.966549353336184
0.000211097972444573,0.00472881220934329,3.54021767039723,0.964642213897993
0.000211074223150428,0.00139123408496669,3.53585304453062,0.948047702945623
0.000210982849288695,0.00210544796339628,3.55749530288269,0.970910152230509
0.00021096477833399,0.000756957298782705,3.52688745900687,0.953187722835337
0.000210941564241063,0.00232057222763551,3.53945062671528,0.955858983075685
0.000210894268549339,0.0010448010016432,3.50601172815225,0.958644244603234
0.000210887414505364,0.00158125352508794,3.54597396707031,0.956574689153319
0.000210884519139755,0.00113672655899154,3.5598375766173,0.955309493222743
0.000210849506481709,0.000581825700998184,3.55366997357007,0.969832196029608
0.000210842266686674,0.000280248563061827,3.53463618275273,0.948163755721394
0.000210824654627639,0.00194111549932247,3.53230713592676,0.9501235891371
0.000210821839641261,0.00208568122202502,3.54768965156169,0.958590461999898
0.000210800294470801,0.000241230370072703,3.53681249405057,0.96412106431852
0.00021079316652364,0.000913679589265599,3.56466036891384,0.965461548694277
0.000210767092962981,0.0016348827514924,3.55508977316549,0.961491512386431
0.000210764234237378,0.000589326195915671,3.52271094450928,0.976075001070117
0.00021076291155246,0.00404975113160666,3.51110206592187,0.951063196520269
0.00021076056449269,0.00221077002429178,3.51499912696766,0.956961228837507
0.00021074954727361,0.00245071566379257,3.52664129725234,0.962763242526599
0.000210734182044049,0.000348173473655567,3.54951764389942,0.968472995190166
0.000210712284593394,0.000233145412547245,3.52234347386599,0.963332173126494
0.00021067222731135,0.000619963308726699,3.52083529610269,0.968980615375506
0.000210656921764069,0.0006267682558372,3.51301983834553,0.938629914998969
0.000210635795551187,0.00230957130801388,3.54376320268463,0.968194999235576
0.000210616677647955,9.94249772006888e-05,3.55661330957269,0.952656295496641
0.000210612448081447,0.00266042473718438,3.54090939045652,0.947309096084006
0.000210593694475517,0.0030463236036585,3.51410656579375,0.939982054800668
0.000210583606776504,0.0013494367185885,3.51236169981258,0.934997010473257
0.000210557468554547,0.00190112984276888,3.49949911989167,0.96387544982776
0.000210556357734393,0.00114963496810771,3.54225709888794,1.03974548545431
0.000210526539535657,0.0021527364151757,3.52514794026113,0.959598607954279
0.00021051877143667,0.000659870387341024,3.56541046565142,0.949201865793877
0.000210454528296773,0.00111217394075749,3.55934432760786,0.966540183885342
0.000210427218875507,0.000913510779215196,3.5184207113973,0.945577889155309
0.000210393968823534,0.00190685391250923,3.52365145406089,0.972149734824913
