w,p,mu,sigma
0.000212204143953244,0.00122541106994214,3.5963008676951,0.973061034516348
0.000212013607898968,0.00218244819647044,3.55091613682908,0.955192591900191
0.000211831976463771,0.000648850666297261,3.53125753879666,0.956084894399002
0.00021147015089835,0.00114899468627507,3.55107743419353,0.962341968426043
0.000211446691866983,0.00194460256592909,3.52302089121692,0.956367621509569
0.000211290286199272,2.50246230217699e-05,3.52732753490881,0.951727432187678
0.000211190279480563,0.00147475730484286,3.5239809080322,0.965856966155508
0.000211060261675397,0.000736876541459942,3.5349695811983,0.954510808323671
0.000211054373002932,0.000492821269509095,3.55029937921513,0.944489045557457
0.000210944367774981,0.0010448010016432,3.50601172815225,0.958644244603234
0.000210850371372324,0.000241230370072703,3.53681249405057,0.96412106431852
0.000210843241731875,0.000913679589265599,3.56466036891384,0.965461548694277
0.000210814302572572,0.000589326195915671,3.52271094450928,0.976075001070117
0.000210762340587632,0.000233145412547245,3.52234347386599,0.963332173126494
0.000210670528139408,0.00024030566356654,3.51298657698624,0.949236256218257
0.000210662480358909,0.00266042473718438,3.54090939045652,0.947309096084006
0.000210568781460671,0.000659870387341024,3.56541046565142,0.949201865793877
0.000210501864616844,0.000524931355738603,3.54746376858819,0.964313743310944
0.00021044303883813,0.00293865499325261,3.5545840578836,0.987027071327605
0.000210427680229243,8.3056027123872e-05,3.54695715643597,0.972812463330565
0.000210409349880188,0.00308894646927262,3.55834711050539,0.969911765267624
0.000210371338847497,0.00138926004737482,3.53570987729122,0.934614426921987
0.000210334642576064,3.51989049691687e-05,3.54019003501124,0.945661494741298
0.000210312521786145,0.00105909800055456,3.54190478070371,0.949566278769752
0.000210253704767452,0.00271380140086573,3.53975687577814,0.961139508252692
0.000210222306236127,0.000977728450795925,3.56361863538409,0.93488301736291
0.000210183239866885,0.00037637409600669,3.57341861709435,0.967734850272799
0.000210073652408322,0.00207938805310664,3.53433641496463,0.963012148101064
0.0002100535133318,0.00101842420006045,3.53562571902923,0.959835764673188
0.000210032181927873,0.000161044662790657,3.55465310511276,0.945761293131457
0.0002100299960611,0.00118226582541823,3.56361078427732,0.956969584317127
0.000210024421374253,0.000448243109989041,3.52063730812,0.983804033539973
0.000209984789272055,0.00179617626093307,3.54914111735988,0.958297538071323
0.000209951543604078,0.00107436283476249,3.54672192311778,0.954615614595282
0.000209903389434954,0.00236929963687362,3.56168239959121,0.964457768774845
0.000209874423946357,0.00106378630385526,3.49914333635474,0.969939068968254
0.00020978830755931,0.000484725033897651,3.52707422580971,0.967474335297496
0.000209777882763082,0.00122192528890663,3.49944573610703,0.971254109752499
0.000209687005160977,0.000464429069252353,3.56525002298375,0.941166074785059
0.000209681389462802,0.00153367105129765,3.54781231581542,0.981251343224294
0.000209672121674934,0.00196573312154459,3.51897093548805,0.932191325136834
0.000209648273788561,0.00147930225446768,3.55527968549605,0.972679705552709
0.000209647858917973,0.0014511166503847,3.54377967599206,0.969495984796912
0.000209642936573489,0.000571635714937005,3.56315170208537,0.93165216666683
0.000209638350508305,0.00165222257250167,3.52762255039739,0.95799023611088
0.000209631601999873,0.00191082334846952,3.54542111004132,0.960287300442301
0.000209628722112612,0.000322127735954296,3.51839906995338,0.988594381345037
0.000209601815276725,0.000937525996816549,3.58328066788091,0.947057796769682
0.000209568096907456,0.00125905370291893,3.5382677434216,0.954520889543373
0.000209559102398207,0.00326326633200314,3.50143798075837,0.964587315575255
0.000209539602488764,0.00161162576827665,3.51832673238959,0.976004039155057
0.000209513941197176,0.0019749324641156,3.56012324785876,0.957427592638481
0.000209507746356691,0.00202253446104895,3.53218249822848,0.970005043764504
0.000209506452140363,0.00123311852720204,3.52278233578009,0.956300276815481
0.000209486443041992,0.000797516695397858,3.5383491959825,0.951995725718133
0.000209480182142043,0.000751918989720886,3.53786068588689,0.962459096705252
0.000209479645812464,2.49282256097891e-05,3.53591916599932,0.952358884121704
0.00020943971021687,0.000390902726271054,3.5485373782304,0.907980329905641
0.000209426622568511,0.00212757413331439,3.54373461375194,0.947777549792693
0.000209414469385026,0.00253937271457105,3.53038857313138,0.981029775550446
0.00020939865188036,0.00213266026418356,3.55593967564112,0.985668051694275
0.000209369943700087,0.000427960672260277,3.53410858278225,0.933790328914356
0.000209365642947288,0.00115250654188247,3.53695669517542,0.964291699865412
0.000209363742659854,0.00117669610729567,3.48842969450406,0.956552142006233
0.000209340545195023,0.00196949585120576,3.52245868340725,0.951954439296031
0.000209333379997765,0.00286048031141435,3.51764236675323,0.964869885816566
0.000209323541347862,0.000526154341422266,3.55952224475837,0.945445946600889
0.000209318120753327,0.00357661926610645,3.53716876024102,0.975953794401807
0.000209317840590545,0.00105178100865411,3.51610576654989,0.973688152100087
0.000209313823596252,0.000863678577224649,3.54309279078403,0.944924520273055
0.000209310256702963,0.00104938095915414,3.51476722603892,0.939424687853176
0.000209306959555319,0.000809679809489591,3.53939585654593,0.947134117382943
0.000209296157460244,0.000341156310260506,3.53288387989045,0.967304960286091
0.000209296004790303,0.000562736834688044,3.55529208834665,0.943144479643048
0.000209288933529536,0.00165962895697638,3.55717461046042,0.997610778367813
0.00020928826799666,7.06191250718103e-05,3.51652464085603,0.96409057560833
0.000209283660295893,0.00148451422023782,3.52639576579272,0.961407798538272
0.00020927853160887,0.00306813182247786,3.52130695156981,0.957787983720588
0.000209248295114024,0.000443801181414916,3.57182856786523,0.925292077804775
0.000209240163030048,0.000735243314293771,3.59362806211041,0.947038787324502
0.000209236893711675,0.0005621129547309,3.52897794820746,0.938599097202948
0.00020922433978506,0.00137908665386117,3.54660777423125,0.930417188467679
0.000209179104206521,0.00223079461616813,3.58351312069941,0.968832869243904
0.000209172722973205,0.000240824421025473,3.53432404033111,0.973591942452969
0.000209171341639461,0.00222538873857624,3.5322346190723,0.971914110762243
0.000209164496849088,0.000854767122561724,3.56719495367002,0.957610733299355
0.000209154121124823,0.00223222770802033,3.54803746205432,0.917472412993638
0.000209150434436381,0.000647796269691456,3.52619076631721,0.959972637747247
0.000209150361727066,0.0008301271969367,3.54353340893174,0.968192629898983
0.000209149937771904,0.00110479892185964,3.54895499943619,0.976690424869235
0.000209146014367815,0.00184365865653445,3.53208183417694,0.927630610742641
0.000209140324842747,0.000359526195447702,3.56215601159942,0.932107685751059
0.000209116618650475,0.00481523352432935,3.5096974266187,0.969413720752292
0.000209113853537252,0.00133668569243098,3.54800571032163,0.918194206366104
